哎,e,客服1,O
喂,e,客服1,O
哎,e,客服1,O
那个,r,客服1,O
女士,n,客服1,O
您好,i,客服1,O
我,r,客服1,O
这边,r,客服1,O
是,v,客服1,O
那个,r,客服1,O
上海,ns,客服1,O
轻轻,d,客服1,O
家教,v,客服1,O
的,u,客服1,O
，,wp,客服1,O
是,v,客服1,O
这样,r,客服1,O
今天,nt,客服1,O
看到,v,客服1,O
你,r,客服1,O
通过,p,客服1,O
那个,r,客服1,O
百度,n,客服1,O
注册,v,客服1,O
我们,r,客服1,O
亲亲,v,客服1,O
，,wp,客服1,O
我,r,客服1,O
想,v,客服1,O
问,v,客服1,O
下,nd,客服1,O
小朋友,n,客服1,O
是,v,客服1,O
在,p,客服1,O
上海,ns,客服1,O
这边,r,客服1,O
读书,v,客服1,O
你,r,客服1,O
要,v,客服1,O
给,p,客服1,O
他,r,客服1,O
找,v,客服1,O
老师,n,客服1,O
是,v,客服1,O
吗,u,客服1,O
？,wp,客服1,O
,,,
没有,d,客户1,O
没,d,客户1,O
有,v,客户1,O
没,d,客户1,O
有,v,客户1,O
不,d,客户1,O
是,v,客户1,O
不,d,客户1,O
是,v,客户1,O
。,wp,客户1,O
,,,
哦,e,客服1,O
那,r,客服1,O
我,r,客服1,O
冒昧,v,客服1,O
的,u,客服1,O
问下,n,客服1,O
就,d,客服1,O
说,v,客服1,O
您,r,客服1,O
是,v,客服1,O
想,v,客服1,O
在,p,客服1,O
我们,r,客服1,O
这边,r,客服1,O
做,v,客服1,O
老师,n,客服1,O
吗,u,客服1,O
？,wp,客服1,O
还是,v,客服1,O
您,r,客服1,O
是,v,客服1,O
。,wp,客服1,O
,,,
也,d,客户1,O
不,d,客户1,O
是,v,客户1,O
也,d,客户1,O
不,d,客户1,O
是,v,客户1,O
我,r,客户1,O
主要,d,客户1,O
是,v,客户1,O
在,p,客户1,O
网上,nl,客户1,O
看,v,客户1,O
一下,m,客户1,O
。,wp,客户1,O
,,,
没有,d,客户1,O
没,d,客户1,O
有,v,客户1,O
。,wp,客户1,O
,,,
哦,e,客服1,O
好,a,客服1,O
的,u,客服1,O
好,a,客服1,O
的,u,客服1,O
行那,n,客服1,O
我,r,客服1,O
冒昧,v,客服1,O
的,u,客服1,O
问下,n,客服1,O
就,d,客服1,O
是,v,客服1,O
说,v,客服1,O
您,r,客服1,O
是,v,客服1,O
家长,n,客服1,O
吗,u,客服1,O
？,wp,客服1,O
就,d,客服1,O
是,v,客服1,O
我,r,客服1,O
先,d,客服1,O
问,v,客服1,O
一下,m,客服1,O
因为,c,客服1,O
这,r,客服1,O
样子,n,客服1,O
防止,v,客服1,O
我们,r,客服1,O
这边,r,客服1,O
再,d,客服1,O
跟,p,客服1,O
您,r,客服1,O
打,v,客服1,O
。,wp,客服1,O
,,,
是的,i,客户1,O
。,wp,客户1,O
,,,
电话,n,客服1,O
嘛,u,客服1,O
，,wp,客服1,O
哦,e,客服1,O
是,v,客服1,O
家长,n,客服1,O
。,wp,客服1,O
,,,
是的,i,客户1,O
。,wp,客户1,O
,,,
那,r,客服1,O
我,r,客服1,O
这边,r,客服1,O
再,d,客服1,O
问,v,客服1,O
一下,m,客服1,O
小朋友,n,客服1,O
在,p,客服1,O
上海,ns,客服1,O
读书,v,客服1,O
还是,c,客服1,O
在,p,客服1,O
武汉,ns,客服1,O
读书,v,客服1,O
啊,u,客服1,O
。,wp,客服1,O
,,,
武汉,ns,客户1,B-ADDR
。,wp,客户1,O
,,,
在,p,客服1,O
武汉,ns,客服1,O
是,v,客服1,O
吧,u,客服1,O
，,wp,客服1,O
行,v,客服1,O
那,r,客服1,O
没关系,i,客服1,O
的,u,客服1,O
，,wp,客服1,O
呃,v,客服1,O
您,r,客服1,O
可以,v,客服1,O
考虑,v,客服1,O
下,nd,客服1,O
，,wp,客服1,O
因为,c,客服1,O
我们,r,客服1,O
在,p,客服1,O
武汉,ns,客服1,O
的,u,客服1,O
话,n,客服1,O
我们,r,客服1,O
也,d,客服1,O
是,v,客服1,O
有的,r,客服1,O
，,wp,客服1,O
然后,c,客服1,O
我,r,客服1,O
可以,v,客服1,O
到,v,客服1,O
时候,n,客服1,O
如果,c,客服1,O
您,r,客服1,O
有,v,客服1,O
兴趣,n,客服1,O
的,u,客服1,O
话,n,客服1,O
呃,v,客服1,O
我,r,客服1,O
这边,r,客服1,O
可以,v,客服1,O
把,p,客服1,O
您,r,客服1,O
号码,n,客服1,O
发,v,客服1,O
过去,nt,客服1,O
，,wp,客服1,O
让,v,客服1,O
我,r,客服1,O
武汉,ns,客服1,O
的,u,客服1,O
同事,n,客服1,O
跟,p,客服1,O
您,r,客服1,O
沟通,v,客服1,O
一下,m,客服1,O
，,wp,客服1,O
因为,c,客服1,O
他们,r,客服1,O
会,v,客服1,O
比较,d,客服1,O
了解,v,客服1,O
当地,nl,客服1,O
的,u,客服1,O
嘛,u,客服1,O
。,wp,客服1,O
我,r,客服1,O
这边,r,客服1,O
是,v,客服1,O
上海,ns,客服1,O
总部,n,客服1,O
，,wp,客服1,O
不,d,客服1,O
知道,v,客服1,O
您,r,客服1,O
号码,n,客服1,O
怎么,r,客服1,O
会,v,客服1,O
来,v,客服1,O
我们,r,客服1,O
上海,ns,客服1,O
总部,n,客服1,O
这边,r,客服1,O
。,wp,客服1,O
,,,
哦,e,客户1,O
我,r,客户1,O
就,d,客户1,O
在,p,客户1,O
网上,nl,客户1,O
随便,a,客户1,O
。,wp,客户1,O
,,,
行,v,客服1,O
没关系,i,客服1,O
没关系,i,客服1,O
，,wp,客服1,O
反正,d,客服1,O
我们,r,客服1,O
现在,nt,客服1,O
有,v,客服1,O
那个,r,客服1,O
就,d,客服1,O
是,v,客服1,O
老师,n,客服1,O
上门,v,客服1,O
一,m,客服1,O
对,q,客服1,O
一面,d,客服1,O
授,v,客服1,O
也,d,客服1,O
有,v,客服1,O
那个,r,客服1,O
像,v,客服1,O
那个,r,客服1,O
网络,n,客服1,O
在,p,客服1,O
线课,n,客服1,O
都,d,客服1,O
有,v,客服1,O
，,wp,客服1,O
您,r,客服1,O
可以,v,客服1,O
了解,v,客服1,O
下,v,客服1,O
我们,r,客服1,O
我们,r,客服1,O
这个,r,客服1,O
上课,v,客服1,O
模式,n,客服1,O
，,wp,客服1,O
以后,nd,客服1,O
如果,c,客服1,O
有,v,客服1,O
需求,n,客服1,O
的话,u,客服1,O
，,wp,客服1,O
可以,v,客服1,O
随时,d,客服1,O
考虑,v,客服1,O
我们,r,客服1,O
亲亲,v,客服1,O
。,wp,客服1,O
,,,
嗯,o,客户1,O
好,a,客户1,O
。,wp,客户1,O
,,,
嗯,o,客服1,O
好,a,客服1,O
吧,u,客服1,O
，,wp,客服1,O
哎,e,客服1,O
好,d,客服1,O
行,v,客服1,O
那,r,客服1,O
不,d,客服1,O
打扰,v,客服1,O
您,r,客服1,O
了,u,客服1,O
好,d,客服1,O
拜,v,客服1,O
拜嗯,v,客服1,O
。,wp,客服1,O
,,,
