哎,e,客服1,O
。,wp,客服1,O
,,,
家长,n,客服1,O
你,r,客服1,O
好,a,客服1,O
呀,u,客服1,O
，,wp,客服1,O
听,v,客服1,O
得,u,客服1,O
出,v,客服1,O
吗,u,客服1,O
，,wp,客服1,O
听,v,客服1,O
得到,v,客服1,O
声音,n,客服1,O
吗,u,客服1,O
？,wp,客服1,O
,,,
嗯,o,客户1,O
，,wp,客户1,O
哎哎,e,客户1,O
。,wp,客户1,O
,,,
哎,e,客服1,O
你,r,客服1,O
好,a,客服1,O
，,wp,客服1,O
呃,v,客服1,O
我,r,客服1,O
是,v,客服1,O
那个,r,客服1,O
轻轻,a,客服1,O
家教,n,客服1,O
的,u,客服1,O
助教,n,客服1,O
老师,n,客服1,O
，,wp,客服1,O
宋,nh,客服1,O
老师,n,客服1,O
。,wp,客服1,O
,,,
哎,e,客户1,O
你,r,客户1,O
好,a,客户1,O
。,wp,客户1,O
,,,
然后,c,客服1,O
我,r,客服1,O
看,v,客服1,O
，,wp,客服1,O
那个,r,客服1,O
我们,r,客服1,O
刚才,nt,客服1,O
系统,n,客服1,O
推送,v,客服1,O
过,u,客服1,O
来说,u,客服1,O
您,r,客服1,O
呃,n,客服1,O
在,p,客服1,O
我们,r,客服1,O
官网,n,客服1,O
上,nd,客服1,O
注册,v,客服1,O
了,u,客服1,O
，,wp,客服1,O
对,a,客服1,O
吗,u,客服1,O
？,wp,客服1,O
然后,c,客服1,O
是,v,客服1,O
要,v,客服1,O
找,v,客服1,O
。,wp,客服1,O
,,,
家教,n,客服1,O
老师,n,客服1,O
吗,u,客服1,O
？,wp,客服1,O
,,,
哦,e,客户1,O
，,wp,客户1,O
没有,v,客户1,O
，,wp,客户1,O
我,r,客户1,O
就是,d,客户1,O
看到,v,客户1,O
有,v,客户1,O
一个,m,客户1,O
翻译,v,客户1,O
的,u,客户1,O
有,v,客户1,O
个,q,客户1,O
讲座,n,客户1,O
，,wp,客户1,O
我,r,客户1,O
是,v,客户1,O
那个,r,客户1,O
哎,e,客户1,O
预约,v,客户1,O
了,u,客户1,O
